Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate,Total_Test_Results,Case_Fatality_Ratio
Texas,US,2020-11-22 05:30:30,31.0545,-97.5635,1192973,21249,909137.0,198762.0,48.0,3892.973626150555,,,,84000048.0,USA,34170.81550307094,,9908129.0,1.851786230003136
Texas,US,2020-11-14 05:30:30,31.0545,-97.5635,1096469,20153,850648.0,172683.0,48.0,3597.462687890049,,,,84000048.0,USA,31567.825099020098,,9153369.0,1.896720978299633
Texas,US,2020-11-13 05:30:30,31.0545,-97.5635,1083440,20124,838950.0,172646.0,48.0,3531.7878425559825,,,,84000048.0,USA,31153.449001946174,,9033217.0,1.901622247632737
Texas,US,2020-11-28 05:30:35,31.0545,-97.5635,1261000,22026,946663.0,238887.0,48.0,4163.498256873106,,,,84000048.0,USA,36207.070238700464,,10498559.0,1.7969041858184307
Texas,US,2020-11-27 05:30:26,31.0545,-97.5635,1256127,21965,943457.0,237708.0,48.0,4148.189185905405,,,,84000048.0,USA,35819.549680176984,,10386194.0,1.7990462286457312
Texas,US,2020-11-20 05:30:34,31.0545,-97.5635,1165609,20924,896191.0,188253.0,48.0,3810.917143714309,,,,84000048.0,USA,33302.99569100866,,9656497.0,1.8610708148078432
Texas,US,2020-11-19 05:30:29,31.0545,-97.5635,1151317,20714,889099.0,182121.0,48.0,3764.527796206641,,,,84000048.0,USA,32840.329976523215,,9522343.0,1.8632083682223024
Texas,US,2020-11-05 06:05:43,31.0545,-97.5635,1003342,19127,797586.0,143454.0,48.0,3310.1632607748666,8404187.0,,1.9556975279508155,84000048.0,USA,28984.071910075774,,,
Texas,US,2020-11-06 05:30:35,31.0545,-97.5635,1014091,19255,802611.0,147972.0,48.0,3343.543864040551,8483728.0,,1.9502006209450329,84000048.0,USA,29258.390183074625,,,
Texas,US,2020-11-24 05:30:26,31.0545,-97.5635,1210459,21395,917739.0,221075.0,48.0,4000.095737735992,,,,84000048.0,USA,34914.807382469255,,10123856.0,1.814783297682571
